
======================================================= 
Ontology Annotation Diagnostics
======================================================= 

--------------------------------------- 
Data properties annotations diagnostics
--------------------------------------- 

--------------------------------------- 
Object properties annotations diagnostics
--------------------------------------- 

--------------------------------------- 
Classes annotations diagnostics
--------------------------------------- 
anomalous_left_coronary_from_pulmonary_artery : without label [fr, en]
nephrogenic_diabetes_insipidus : without label [fr, en]
nephrogenic_diabetes_insipidus : without definition [fr, en]
cholangiolytic_hepatitis : without label [fr, en]
cholangiolytic_hepatitis : without definition [fr, en]
Hutterite_cerebro_osteonephrodysplasia : without label [fr, en]
Hutterite_cerebro_osteonephrodysplasia : without definition [fr, en]
congenital_malformation : without label [fr, en]
congenital_malformation : without definition [fr, en]
primary_brain_tumor : without label [fr, en]
primary_brain_tumor : without definition [fr, en]
enlarged_vertebral_pedicle : without label [fr, en]
enlarged_vertebral_pedicle : without definition [fr, en]
DOID_13372 : without label [fr, en]
DOID_13372 : without definition [fr, en]
chronic_stress : without label [fr, en]
chronic_stress : without definition [fr, en]
Caffey_dysplasia : without label [fr, en]
Caffey_dysplasia : without definition [fr, en]
ileal_conduit : without label [fr, en]
ileal_conduit : without definition [fr, en]
acrorenal_syndrome : without label [fr, en]
acrorenal_syndrome : without definition [fr, en]
ectopic_salivary_gland_tissue : without label [fr, en]
ectopic_salivary_gland_tissue : without definition [fr, en]
cervical_lymphadenopathy : without label [fr, en]
cervical_lymphadenopathy : without definition [fr, en]
displaced_elbow_fat_pad : without label [fr, en]
displaced_elbow_fat_pad : without definition [fr, en]
tapered_ischia : without label [fr, en]
tapered_ischia : without definition [fr, en]
amastia : without label [fr, en]
amastia : without definition [fr, en]
Dandy_Walker_variant : without label [fr, en]
Dandy_Walker_variant : without definition [fr, en]
DOID_12053 : without label [fr, en]
DOID_12053 : without definition [fr, en]
hypochloremia : without label [fr, en]
hypochloremia : without definition [fr, en]
proteinaceous_material_in_dependent_portion_of_abscess_or_hematoma : without label [fr, en]
proteinaceous_material_in_dependent_portion_of_abscess_or_hematoma : without definition [fr, en]
morphea : without label [fr, en]
morphea : without definition [fr, en]
visceral_larva_migrans : without label [fr, en]
visceral_larva_migrans : without definition [fr, en]
butterfly_distribution_in_lung : without label [fr, en]
butterfly_distribution_in_lung : without definition [fr, en]
chromosome_6q_duplication : without label [fr, en]
chromosome_6q_duplication : without definition [fr, en]
hydramnios : without label [fr, en]
hydramnios : without definition [fr, en]
respirator_therapy : without label [fr, en]
respirator_therapy : without definition [fr, en]
T2_hypointense_endometrial_uterine_mass : without label [fr, en]
T2_hypointense_endometrial_uterine_mass : without definition [fr, en]
ectopic_thyroid_tissue : without label [fr, en]
ectopic_thyroid_tissue : without definition [fr, en]
folds_in_gallbladder_wall : without label [fr, en]
folds_in_gallbladder_wall : without definition [fr, en]
metastatic_sarcoma : without label [fr, en]
metastatic_sarcoma : without definition [fr, en]
tuber_cinereum_hamartoma : without label [fr, en]
tuber_cinereum_hamartoma : without definition [fr, en]
aneurysm_of_gastroduodenal_artery : without label [fr, en]
aneurysm_of_gastroduodenal_artery : without definition [fr, en]
hemorrhagic_fever_renal_syndrome : without label [fr, en]
hemorrhagic_fever_renal_syndrome : without definition [fr, en]
esophageal_plaques : without label [fr, en]
esophageal_plaques : without definition [fr, en]
unilateral_small_cranium : without label [fr, en]
unilateral_small_cranium : without definition [fr, en]
twin_twin_transfusion_in_monochorionic_twins : without label [fr, en]
twin_twin_transfusion_in_monochorionic_twins : without definition [fr, en]
breech_presentation : without label [fr, en]
breech_presentation : without definition [fr, en]
ectopic_mucosa : without label [fr, en]
ectopic_mucosa : without definition [fr, en]
calcified_omental_fat : without label [fr, en]
calcified_omental_fat : without definition [fr, en]
neurogenic_fracture : without label [fr, en]
neurogenic_fracture : without definition [fr, en]
anterolateral_displacement_of_the_shoulders_and_scapulas_on_thoracic_cage : without label [fr, en]
anterolateral_displacement_of_the_shoulders_and_scapulas_on_thoracic_cage : without definition [fr, en]
thoracic_insufficiency_syndrome : without label [fr, en]
thoracic_insufficiency_syndrome : without definition [fr, en]
infectious_myocarditis : without label [fr, en]
infectious_myocarditis : without definition [fr, en]
noxious_fume_inhalation : without label [fr, en]
noxious_fume_inhalation : without definition [fr, en]
acute_bacterial_nephritis : without label [fr, en]
acute_bacterial_nephritis : without definition [fr, en]
bladder_filling_defect : without label [fr, en]
bladder_filling_defect : without definition [fr, en]
facial_edema : without label [fr, en]
facial_edema : without definition [fr, en]
gingival_fibromatosis : without label [fr, en]
gingival_fibromatosis : without definition [fr, en]
systemic_artery_pulmonary_artery_shunt : without label [fr, en]
systemic_artery_pulmonary_artery_shunt : without definition [fr, en]
biomechanical_stress : without label [fr, en]
biomechanical_stress : without definition [fr, en]
laryngeal_carcinoma : without label [fr, en]
laryngeal_carcinoma : without definition [fr, en]
focal_nodular_hyperplasia : without label [fr, en]
focal_nodular_hyperplasia : without definition [fr, en]
DOID_9120 : without label [fr, en]
DOID_9120 : without definition [fr, en]
acute_severe_biliary_obstruction : without label [fr, en]
acute_severe_biliary_obstruction : without definition [fr, en]
thickening_of_bile_duct_walls : without label [fr, en]
thickening_of_bile_duct_walls : without definition [fr, en]
supraclinoid_carotid_aneurysm : without label [fr, en]
supraclinoid_carotid_aneurysm : without definition [fr, en]
atypical_hyperplasia_of_prostate : without label [fr, en]
atypical_hyperplasia_of_prostate : without definition [fr, en]
pituitary_gigantism : without label [fr, en]
pituitary_gigantism : without definition [fr, en]
steatorrhea : without label [fr, en]
steatorrhea : without definition [fr, en]
chronic_sinusitis : without label [fr, en]
chronic_sinusitis : without definition [fr, en]
multicentric_infantile_fibromatosis : without label [fr, en]
multicentric_infantile_fibromatosis : without definition [fr, en]
Aicardi_syndrome : without label [fr, en]
Aicardi_syndrome : without definition [fr, en]
cystic_duct_obstruction : without label [fr, en]
cystic_duct_obstruction : without definition [fr, en]
extrarenal_pelvis : without label [fr, en]
extrarenal_pelvis : without definition [fr, en]
laryngotracheal_cleft : without label [fr, en]
laryngotracheal_cleft : without definition [fr, en]
phleboliths : without label [fr, en]
phleboliths : without definition [fr, en]
malignant_peripheral_nerve_sheath_tumor : without label [fr, en]
malignant_peripheral_nerve_sheath_tumor : without definition [fr, en]
alpha_thalassemia_myelodysplastic_syndrome : without label [fr, en]
alpha_thalassemia_myelodysplastic_syndrome : without definition [fr, en]
thrombosis_of_inferior_vena_cava : without label [fr, en]
thrombosis_of_inferior_vena_cava : without definition [fr, en]
Devriendt_syndrome : without label [fr, en]
Devriendt_syndrome : without definition [fr, en]
desquamative_interstitial_pneumonitis : without label [fr, en]
desquamative_interstitial_pneumonitis : without definition [fr, en]
autosomal_recessive_marfanoid_habitus_intellectual_deficit : without label [fr, en]
autosomal_recessive_marfanoid_habitus_intellectual_deficit : without definition [fr, en]
fungal_liver_abscess : without label [fr, en]
fungal_liver_abscess : without definition [fr, en]
gastric_fold_thickening : without label [fr, en]
gastric_fold_thickening : without definition [fr, en]
bowel_bypass_dermatitis : without label [fr, en]
bowel_bypass_dermatitis : without definition [fr, en]
local_hyperemia : without label [fr, en]
local_hyperemia : without definition [fr, en]
dyssegmental_dwarfism : without label [fr, en]
dyssegmental_dwarfism : without definition [fr, en]
terbutaline : without label [fr, en]
terbutaline : without definition [fr, en]
bowel_wall_thickening : without label [fr, en]
bowel_wall_thickening : without definition [fr, en]
necrotic_metastases : without label [fr, en]
necrotic_metastases : without definition [fr, en]
early_greying : without label [fr, en]
early_greying : without definition [fr, en]
adenomatoid_malformation : without label [fr, en]
adenomatoid_malformation : without definition [fr, en]
enlarged_gallbladder : without label [fr, en]
enlarged_gallbladder : without definition [fr, en]
anechoic_prostate_lesion : without label [fr, en]
anechoic_prostate_lesion : without definition [fr, en]
immature_dentinoma : without label [fr, en]
immature_dentinoma : without definition [fr, en]
pneumomediastinum_with_abdominal_extension_of_air : without label [fr, en]
pneumomediastinum_with_abdominal_extension_of_air : without definition [fr, en]
optic_nerve_neurofibroma : without label [fr, en]
optic_nerve_neurofibroma : without definition [fr, en]
sinus_histiocytosis : without label [fr, en]
sinus_histiocytosis : without definition [fr, en]
eosinophilic_leukemia : without label [fr, en]
eosinophilic_leukemia : without definition [fr, en]
preauricular_tag : without label [fr, en]
preauricular_tag : without definition [fr, en]
hepatoma_metastasis : without label [fr, en]
hepatoma_metastasis : without definition [fr, en]
maternal_parvovirus_infection : without label [fr, en]
maternal_parvovirus_infection : without definition [fr, en]
normal_gallbladder_folds : without label [fr, en]
normal_gallbladder_folds : without definition [fr, en]
dermoid : without label [fr, en]
dermoid : without definition [fr, en]
invasive_thymoma_with_pleural_involvement : without label [fr, en]
invasive_thymoma_with_pleural_involvement : without definition [fr, en]
filling_defect_in_calyx : without label [fr, en]
filling_defect_in_calyx : without definition [fr, en]
hyperdense_liver : without label [fr, en]
hyperdense_liver : without definition [fr, en]
Goltz_syndrome : without label [fr, en]
Goltz_syndrome : without definition [fr, en]
extrinsic_deformity_of_gallbladder : without label [fr, en]
extrinsic_deformity_of_gallbladder : without definition [fr, en]
HP_0009826 : without label [fr, en]
HP_0009826 : without definition [fr, en]
flared_iliac_wings : without label [fr, en]
flared_iliac_wings : without definition [fr, en]
benign_ovarian_fibroma : without label [fr, en]
benign_ovarian_fibroma : without definition [fr, en]
hypervitaminosis_D : without label [fr, en]
hypervitaminosis_D : without definition [fr, en]
Brailsford_disease : without label [fr, en]
Brailsford_disease : without definition [fr, en]
active_reconstruction_of_bone : without label [fr, en]
active_reconstruction_of_bone : without definition [fr, en]
allergic_disorder : without label [fr, en]
allergic_disorder : without definition [fr, en]
athletic_activity : without label [fr, en]
athletic_activity : without definition [fr, en]
hypervitaminosis_A : without label [fr, en]
hypervitaminosis_A : without definition [fr, en]
giant_cell_astrocytoma : without label [fr, en]
giant_cell_astrocytoma : without definition [fr, en]
chemotherapy_induced_cystitis : without label [fr, en]
chemotherapy_induced_cystitis : without definition [fr, en]
proctitis : without label [fr, en]
proctitis : without definition [fr, en]
HP_0009830 : without label [fr, en]
HP_0009830 : without definition [fr, en]
dental_noneruption : without label [fr, en]
dental_noneruption : without definition [fr, en]
avascular_necrosis : without label [fr, en]
avascular_necrosis : without definition [fr, en]
HP_0009836 : without label [fr, en]
HP_0009836 : without definition [fr, en]
severe_intellectual_deficit : without label [fr, en]
severe_intellectual_deficit : without definition [fr, en]
hereditary_agenesis_of_nasal_cartilage : without label [fr, en]
hereditary_agenesis_of_nasal_cartilage : without definition [fr, en]
HP_0009829 : without label [fr, en]
HP_0009829 : without definition [fr, en]
Alzheimer_disease : without label [fr, en]
Alzheimer_disease : without definition [fr, en]
X_linked_intellectual_deficit_spastic_quadriparesis : without label [fr, en]
X_linked_intellectual_deficit_spastic_quadriparesis : without definition [fr, en]
incontinence : without label [fr, en]
incontinence : without definition [fr, en]
pseudoenlargement_of_psoas_muscle : without label [fr, en]
pseudoenlargement_of_psoas_muscle : without definition [fr, en]
dissecting_aortic_aneurysm : without label [fr, en]
dissecting_aortic_aneurysm : without definition [fr, en]
